Category,ProductName,Total_Quantity_Sold,Total_Sales
Home & Office Phones,Contoso KSU-less key system M38 White,47,1268.53
Microwaves,Contoso Microwave 0.9CuFt E0090 White,47,4699.529999999999
Microwaves,Fabrikam Microwave 1.0CuFt E1100 Silver,47,6579.530000000001
Monitors,Adventure Works LCD19W M100 Black,47,8413.0
Monitors,WWI LCD17 E200 Black,47,4653.0
"Printers, Scanners & Fax",Proseware High Speed Laser Fax M2000 Grey,47,9823.0
"Printers, Scanners & Fax",Proseware Laser Fax Printer M250 Grey,47,5546.0
"Printers, Scanners & Fax",Proseware Mobile Receipt and Document Scanner M200 White,47,5452.0
"Printers, Scanners & Fax",Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,47,8930.0
Projectors & Screens,Contoso Screen 100in E010 Black,47,8930.0
Projectors & Screens,Contoso Screen 85in E085 Black,47,6533.0
Projectors & Screens,Proseware Projector 480p DLP12 White,47,23453.0
Projectors & Screens,WWI Screen 100in M1609 White,47,8930.0
Camcorders,Fabrikam Business Videographer 1/3'' 8.5mm M380 Black,48,41280.0
Camcorders,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Grey,48,30384.0
Camcorders,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,48,72960.0
Camcorders,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,48,75840.0
Cameras & Camcorders Accessories,Contoso Genuine Leather Grip Belt E322 Black,48,3743.519999999998
Car Video,SV Car Video TFT6.2W E6282 Silver,48,12912.0
Digital Cameras,A. Datum Consumer Digital Camera M300 Silver,48,8856.0
Digital Cameras,A. Datum Slim Digital Camera M180 Grey,48,7104.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" M358 Orange",48,16224.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" M358 Silver",48,16224.0
Digital SLR Cameras,"Contoso SLR Camera 35"" X358 Blue",48,27264.0
Digital SLR Cameras,Fabrikam SLR Camera M150 Green,48,18811.199999999997
Fans,Litware Desktop Wind Tower Oscillating Fan E1201 Purple,48,1439.52
Laptops,Proseware Laptop8.9 E089 White,48,15648.0
Monitors,Adventure Works LCD22W M200 Black,48,32592.0
Monitors,Proseware CRT15 E10 White,48,2352.0
Monitors,WWI LCD24W X300 White,48,41712.0
"Printers, Scanners & Fax",Proseware High-Performance Business-Class Laser Fax X200 Grey,48,11904.0
"Printers, Scanners & Fax",Proseware Mobile Receipt and Document Scanner M200 Black,48,5568.0
Projectors & Screens,Contoso Screen 106in M060 Black,48,12048.0
Projectors & Screens,Proseware Projector 480p DLP12 Silver,48,23952.0
Projectors & Screens,Proseware Projector 720p LCD56 Silver,48,33552.0
Refrigerators,Fabrikam Refrigerator 1.7CuFt E1200 Brown,48,6239.52
Camcorders,Fabrikam Business Videographer 2/3'' 17mm M280 White,49,41062.0
Camcorders,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue",49,8232.0
Cameras & Camcorders Accessories,Contoso Lens Adapter M450 White,49,3332.0
Cameras & Camcorders Accessories,Contoso Rechargeable Battery Pack E310 Black,49,3429.509999999999
Computers Accessories,Contoso Laptop Keyboard X105 White,49,11314.099999999999
Digital Cameras,A. Datum Advanced Digital Camera M300 Grey,49,9236.5
Digital Cameras,A. Datum All in One Digital Camera M200 Pink,49,9212.0
Digital Cameras,A. Datum Ultra Compact Digital Camera M190 Azure,49,8085.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" X358 Gold",49,28812.0
Digital SLR Cameras,A. Datum SLR Camera X136 Silver,49,20923.0
Download Games,MGS Zoo Tycoon Marine Mania 2009 E160,49,1568.0
Home & Office Phones,Contoso 2-Line Corded Cordless Telephone M202 White,49,1420.5100000000002
MP4&MP3,Contoso 2G MP3 Player E200 Red,49,1056.93
Microwaves,Contoso Microwave 0.8CuFt E0080 White,49,4654.509999999998
Microwaves,Fabrikam Microwave 0.9CuFt E0900 Black,49,4899.5099999999975
Monitors,Adventure Works LCD15 E100 Black,49,4851.0
"Printers, Scanners & Fax",Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,49,11172.0
"Printers, Scanners & Fax",Proseware Duplex Scanner M200 Black,49,7301.0
"Printers, Scanners & Fax",Proseware High-Performance Business-Class Laser Fax X200 Green,49,12152.0
Camcorders,Fabrikam Budget Moviemaker 1'' 25mm E400 Black,50,22600.0
Camcorders,Fabrikam Business Videographer 1'' 25mm M600 Black,50,44400.0
Camcorders,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",50,81000.0
Camcorders,"Fabrikam Social Videographer 1"" 25mm E400 Orange",50,9000.0
Car Video,SV Car Video TFT6.2W E6282 Brown,50,13450.0
Computers Accessories,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,50,595.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" M358 Gold",50,16900.0
Digital SLR Cameras,Contoso SLR Camera X145 Blue,50,31600.0
Home & Office Phones,Contoso Expandable 2-Handset Cordless Phone System M205 Grey,50,2009.5
Home & Office Phones,Contoso Phone with 13-Number Memory (210) M301 Grey,50,849.5000000000002
Home & Office Phones,Contoso Phone with Memory Dialing-2 lines E90 Grey,50,800.0
Laptops,Fabrikam Laptop19 M9000 Black,50,54950.0
MP4&MP3,Contoso 8GB Clock & Radio MP3 Player X850 Black,50,14961.5
Microwaves,Contoso Microwave 1.0CuFt E0110 Grey,50,6999.499999999999
Microwaves,Fabrikam Microwave 1.5CuFt X1100 Silver,50,33297.00000000001
Monitors,Adventure Works LCD17 E200 White,50,4950.0
"Printers, Scanners & Fax",Proseware Fax Machine E100 Black,50,3950.0
"Printers, Scanners & Fax",Proseware Fax Phone E100 White,50,4350.0
"Printers, Scanners & Fax",Proseware Laser Fax Printer E100 Grey,50,4550.0
"Printers, Scanners & Fax",Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,50,11450.0
Projectors & Screens,Contoso Screen 113in M251 White,50,14950.0
Projectors & Screens,Proseware Projector 480p LCD12 Black,50,11450.0
Projectors & Screens,Proseware Screen 80in E1010 White,50,5450.0
Camcorders,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White,51,32283.0
Cameras & Camcorders Accessories,Contoso General Soft Carrying Case E318 Silver,51,764.4900000000001
Car Video,SV Car Video TFT7 M7001 Brown,51,15759.0
Coffee Machines,Fabrikam Coffee Maker 5C E090 Grey,51,7599.0
Digital Cameras,A. Datum All in One Digital Camera M200 Grey,51,9588.0
Digital SLR Cameras,Contoso SLR Camera M144 Gold,51,16932.0
Digital SLR Cameras,Contoso SLR Camera X143 Silver,51,32946.0
Home & Office Phones,Contoso 2-Line Speakerphone M109 Black,51,1835.4900000000002
Home & Office Phones,Contoso 2-Line Speakerphone M109 Grey,51,1835.4900000000002
Laptops,Fabrikam Laptop14.1 E4101 Red,51,16830.0
Monitors,Adventure Works LCD20 M210 White,51,13209.0
Monitors,Adventure Works LCD24 X300 White,51,41769.0
"Printers, Scanners & Fax",Proseware Laser Fax Printer M250 Black,51,6018.0
"Printers, Scanners & Fax",Proseware Photo Ink jet Printer E290 White,51,5202.0
Projectors & Screens,WWI Screen 106in M1609 Black,51,12801.0
Camcorders,Fabrikam Budget Movie-Maker 1/3'' 8.5mm E200 Black,52,21372.0
Camcorders,Fabrikam Social Videographer 2/3'' 17mm E100 Grey,52,8320.0
Car Video,SV Car Video AM/FM E1000 Brown,52,10348.0
Coffee Machines,Contoso Coffee Maker Auto 10C M1000 White,52,38791.48000000001
Digital SLR Cameras,Contoso SLR Camera M144 Silver Grey,52,17264.0
Digital SLR Cameras,Fabrikam SLR Camera X146 Black,52,32708.0
Home & Office Phones,Contoso 4-Line Expandable Cordless Phone System M900 White,52,1144.0
Home & Office Phones,Contoso Single-line phones E10 Black,52,519.48
Laptops,Adventure Works Laptop12 M1200 Black,52,19913.399999999998
Laptops,Adventure Works Laptop15.4W M1548 Red,52,39416.0
MP4&MP3,Contoso 8GB Super-Slim MP3/Video Player M800 Pink,52,5717.4
Microwaves,Litware Microwave 1.6CuFt M125 Grey,52,9359.48
Monitors,Adventure Works LCD20W M240 Black,52,14508.0
Monitors,WWI LCD24 X300 Black,52,42588.0
"Printers, Scanners & Fax",Proseware Photo Ink Jet Printer E290 Grey,52,5304.0
"Printers, Scanners & Fax",Proseware Scan Jet Digital Flat Bed Scanner M300 Green,52,6292.0
"Printers, Scanners & Fax",Proseware Scan Jet Digital Flat Bed Scanner M300 White,52,6292.0
Projectors & Screens,Contoso Projector 720p M621 Silver,52,51948.0
Projectors & Screens,WWI Projector 720p DLP56 Silver,52,51948.0
Projectors & Screens,WWI Screen 106in M1609 White,52,13052.0
Projectors & Screens,WWI Screen 85in E1010 Black,52,7228.0
Camcorders,"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue",53,35245.0
Cameras & Camcorders Accessories,Contoso Digital Camera/Camcorder USB Cable E324 Black,53,1484.0
Cameras & Camcorders Accessories,Contoso General Carrying Case E304 Silver,53,1059.47
Digital Cameras,A. Datum Slim Digital Camera M180 Black,53,7844.0
Digital Cameras,A. Datum Slim Digital Camera M180 Pink,53,7844.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" M358 Grey",53,17384.0
Home & Office Phones,Contoso Electronic Private Automatic Branch Exchange M90 Grey,53,2119.47
Home & Office Phones,Contoso Expandable 2-Handset Cordless Phone System M205 White,53,2130.07
Home & Office Phones,Contoso Expandable1-Handset Cordless Phone System M207 Grey,53,2514.32
Home & Office Phones,Contoso Lifestyles Series - Big Button Cordless phone M800 Black,53,1219.0
Laptops,Proseware Laptop16 M610 White,53,31747.0
Microwaves,Contoso Microwave 1.6CuFt M0125 Red,53,9539.469999999998
Microwaves,Litware Microwave 1.6CuFt M125 White,53,9539.47
Monitors,Proseware LCD24 X300 White,53,43407.0
"Printers, Scanners & Fax",Proseware Ink Jet Wireless All-In-One Printer M400 Green,53,6837.0
"Printers, Scanners & Fax",Proseware Office Jet All-in-One Printer M500 White,53,8639.0
Projectors & Screens,Contoso Projector 480p M480 White,53,12137.0
Refrigerators,Litware Refrigerator 9.7CuFt M560 Silver,53,26129.0
Smart phones & PDAs,The Phone Company Smart phones Unlocked M300 Black,53,14151.0
Cameras & Camcorders Accessories,Contoso Conversion Lens M550 Blue,54,11070.0
Cameras & Camcorders Accessories,Contoso Mini Battery Charger Kit E320 White,54,1349.4600000000003
Cameras & Camcorders Accessories,Contoso Multi-Use Terminal Cable E308 Black,54,1997.4600000000003
Coffee Machines,Fabrikam Coffee Maker 5C E090 White,54,8046.0
Digital Cameras,A. Datum Consumer Digital Camera E100 Green,54,15174.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" M358 Grey",54,18252.0
Digital SLR Cameras,"Contoso SLR Camera 35"" M358 Orange",54,19332.0
Digital SLR Cameras,Contoso SLR Camera X146 Orange,54,23058.0
Download Games,MGS Age of Empires III: The Asian Dynasties 2009 E127,54,1836.0
Download Games,MGS Zoo Tycoon 2: Extinct Animals M210,54,3787.0200000000013
Home & Office Phones,Contoso 4-Line Corded Cordless Telephone M203 White,54,1781.4600000000003
Home & Office Phones,Contoso Dual Handset Cordless Phone System  E20 Black,54,701.4600000000002
Home & Office Phones,Contoso Expandable 4-Handset Cordless Phone System M206 White,54,2365.74
Home & Office Phones,Contoso KSU-less key system M38 Black,54,1457.46
Home & Office Phones,Contoso Phone with 13-Number Memory (210) M301 White,54,917.46
Monitors,Adventure Works CRT15 E101 White,54,4860.0
"Printers, Scanners & Fax",Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,54,12312.0
Projectors & Screens,Contoso Projector 720p M621 Black,54,53946.0
Projectors & Screens,Proseware Screen 100in M1609 White,54,10260.0
Projectors & Screens,Proseware Screen 85in E1010 White,54,7506.0
Projectors & Screens,WWI Projector 1080p DLP86 Silver,54,134946.0
Projectors & Screens,WWI Projector 720p LCD56 Silver,54,37746.0
Projectors & Screens,WWI Screen 100in M1609 Black,54,10260.0
Smart phones & PDAs,The Phone Company Smart phones 160x160 M26 Black,54,11232.0
Camcorders,Fabrikam Business Videographer 1/2'' 3mm M500 White,55,48290.0
Camcorders,Fabrikam Trendsetter 1/2'' 3mm X300 White,55,54945.0
Cameras & Camcorders Accessories,Contoso Lens Cap Keeper E314 Silver,55,382.25000000000006
Digital Cameras,A. Datum Consumer Digital Camera E100 Orange,55,15455.0
Digital Cameras,A. Datum Ultra Compact Digital Camera M190 Grey,55,9075.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" M358 Pink",55,18590.0
Digital SLR Cameras,A. Datum SLR Camera X140 Pink,55,34485.0
Digital SLR Cameras,"Contoso SLR Camera 35"" M358 Gold",55,19690.0
Home & Office Phones,Contoso Phone for MSN E200 White,55,880.0
Laptops,Adventure Works Laptop15 M1500 Black,55,38445.0
Laptops,WWI Laptop15 M0150 White,55,38445.0
MP4&MP3,Contoso 4G MP3 Player E400 Silver,55,3299.4499999999994
MP4&MP3,Contoso 8GB Clock & Radio MP3 Player X850 Silver,55,16457.65
Microwaves,Contoso Microwave 0.9CuFt E0090 Black,55,5499.449999999998
Microwaves,Fabrikam Microwave 1.0CuFt E1100 Red,55,7699.449999999999
Microwaves,Fabrikam Microwave 1.6CuFt M1250 Black,55,9899.45
Monitors,Adventure Works LCD19W M100 White,55,9845.0
Monitors,Proseware CRT19 E201 Black,55,3795.0
Monitors,WWI LCD19 E107 White,55,7645.0
Monitors,WWI LCD19W M100 Black,55,9845.0
Camcorders,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey,56,22960.0
Camcorders,"Fabrikam Social Videographer 2/3"" 17mm E100 Orange",56,8960.0
Cameras & Camcorders Accessories,Contoso Carrying Case E312 Blue,56,2797.7600000000007
Cameras & Camcorders Accessories,Contoso Conversion Lens M550 Pink,56,11480.0
Cameras & Camcorders Accessories,Contoso Conversion Lens M550 Silver,56,11480.0
Cameras & Camcorders Accessories,Contoso Telephoto Conversion Lens X400 Black,56,33320.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" X358 Silver Grey",56,32928.0
Digital SLR Cameras,Contoso SLR Camera M145 Pink,56,19208.0
Download Games,MGS MechCollection2009 E156,56,1792.0
Download Games,MGS Zoo Tycoon Complete Collection E110,56,1568.0
Home & Office Phones,Contoso 4 Handset Cordless Phone System M86 Black,56,2015.4400000000003
Home & Office Phones,Contoso Dual Handset Cordless Phone System E20 White,56,727.44
Home & Office Phones,Contoso Expandable Cordless Phone System M008 Black,56,1287.44
Home & Office Phones,Contoso Lifestyles Series - Big Button Cordless phone M800 White,56,1288.0
Laptops,Adventure Works Laptop19W X1980 Blue,56,72744.0
Laptops,Fabrikam Laptop12W M2080 Silver,56,22344.0
MP4&MP3,Contoso 8GB MP3 Player new model M820 Yellow,56,7504.0
Microwaves,Fabrikam Microwave 1.0CuFt E1100 Blue,56,7839.440000000002
Monitors,Proseware LCD22 M2000 White,56,34664.0
"Printers, Scanners & Fax",Proseware Ink Jet Fax Machine E100 White,56,4368.0
"Printers, Scanners & Fax",Proseware Laser Jet All in one X300 Grey,56,12264.0
"Printers, Scanners & Fax",Proseware Photo smart All-in-One Printer M380 Black,56,8232.0
Projectors & Screens,Contoso Projector 1080p X981 Silver,56,139944.0
Projectors & Screens,WWI Projector 1080p LCD86 White,56,128520.0
Refrigerators,Fabrikam Refrigerator 4.6CuFt E2800 Orange,56,16799.44
Camcorders,Fabrikam Budget Moviemaker 1'' 25mm E400 White,57,24054.0
Cameras & Camcorders Accessories,Contoso General Soft Carrying Case E318 Blue,57,854.4300000000003
Cameras & Camcorders Accessories,Contoso Genuine Leather Grip Belt E322 White,57,4445.429999999998
Cameras & Camcorders Accessories,Contoso Travel Charger for S-Series Battery E302 White,57,3419.4299999999985
Digital Cameras,A. Datum Bridge Digital Camera M300 Grey,57,10653.3
Digital Cameras,A. Datum Full Frame Digital Camera X300 Pink,57,13167.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" X358 Black",57,33516.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" X358 Gold",57,24863.4
Home & Office Phones,Contoso 3 Handset Cordless Phone System  E30 Black,57,968.4300000000001
Home & Office Phones,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White,57,1197.0
Home & Office Phones,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,57,2497.17
Home & Office Phones,Contoso Private Automatic Branch Exchange M65 White,57,2222.43
Laptops,Adventure Works Laptop8.9 E0890 Red,57,18582.0
Laptops,Fabrikam Laptop12 M2001 Silver,57,21828.15
Laptops,Proseware Laptop15.4W M518 Black,57,43206.0
Microwaves,Litware Microwave 2.2CuFt M125 White,57,11399.429999999998
Monitors,WWI LCD20W M250 White,57,15903.0
"Printers, Scanners & Fax","Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White",57,9006.0
"Printers, Scanners & Fax",Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black,57,9120.0
"Printers, Scanners & Fax",Proseware Ink Jet Wireless All-In-One Printer M400 Black,57,7353.0
"Printers, Scanners & Fax",Proseware Laser Jet Color Printer X300 Black,57,11913.0
Projectors & Screens,Contoso Projector 1080p X981 Black,57,142443.0
Projectors & Screens,Proseware Screen 85in E1010 Silver,57,7923.0
Projectors & Screens,WWI Projector 1080p DLP86 Black,57,142443.0
Projectors & Screens,WWI Screen 125in M1611 Silver,57,26163.0
Projectors & Screens,WWI Screen 85in E1010 White,57,7923.0
Camcorders,"Fabrikam Trendsetter 1/2"" 3mm X300 Orange",58,58000.0
Digital Cameras,A. Datum All in One Digital Camera M200 Orange,58,10904.0
Digital Cameras,A. Datum Consumer Digital Camera M300 Azure,58,10701.0
Digital Cameras,A. Datum Point n' Shoot Digital Camera M500 Azure,58,11484.0
Digital Cameras,A. Datum Ultra Compact Digital Camera M190 Silver,58,9570.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" M358 Silver",58,19024.0
Download Games,MGS Halo 2 for Windows Vista 2009 E130,58,2494.0
Home & Office Phones,Contoso Hybrid system M60 White,58,1681.42
Home & Office Phones,Contoso Phone with Memory Dialing-single line E88 Black,58,823.0200000000002
Home & Office Phones,Contoso behind Centrex X15 Black,58,2899.419999999999
Laptops,Fabrikam Laptop15.4W M5480 White,58,43964.0
Laptops,Proseware Laptop19 X910 Black,58,75342.0
MP4&MP3,Contoso 2G MP3 Player E200 Black,58,1251.06
Microwaves,Contoso Microwave 1.5CuFt X0110 Silver,58,38624.520000000004
Microwaves,Fabrikam Microwave 1.0CuFt E1100 White,58,8119.420000000001
Microwaves,Litware Microwave 1.6CuFt M125 Red,58,10439.419999999998
Monitors,Proseware LCD19 E1000 Black,58,8062.0
Monitors,WWI LCD17W E200 White,58,7482.0
"Printers, Scanners & Fax",Proseware Duplex Scanner M200 White,58,8642.0
Projectors & Screens,WWI Projector 1080p LCD86 Silver,58,133110.0
Camcorders,Fabrikam Social Videographer 1/3'' 8.5mm E200 White,59,9912.0
Camcorders,Fabrikam Trendsetter 1'' 25mm X400 White,59,59000.0
Digital SLR Cameras,Fabrikam SLR Camera M148 Gold,59,19588.0
Home & Office Phones,Contoso Centrex Phone System L10 Grey,59,2536.41
Home & Office Phones,Contoso Digital Cordless Expansion Handset Phone M900 Black,59,1946.4100000000003
Home & Office Phones,Contoso Expandable1-Handset Cordless Phone System M207 White,59,2798.96
Home & Office Phones,Contoso Private Automatic Branch Exchange M65 Black,59,2300.4100000000003
Laptops,Adventure Works Laptop12 M1201 Silver,59,22594.049999999996
Laptops,Fabrikam Laptop14.1W M4180 Red,59,26957.09999999999
Laptops,Fabrikam Laptop19W M9800 Black,59,70741.0
MP4&MP3,Contoso 4G MP3 Player E400 Black,59,3539.4099999999994
MP4&MP3,Contoso 8GB MP3 Player new model M820 Black,59,7906.0
Microwaves,Fabrikam Microwave 0.9CuFt E0900 White,59,5899.409999999998
Monitors,Proseware CRT19 E201 White,59,4071.0
Monitors,Proseware LCD20W M230 White,59,16461.0
Monitors,WWI LCD22W M2003 Black,59,40061.0
"Printers, Scanners & Fax",Proseware Fax Machine E100 White,59,4661.0
"Printers, Scanners & Fax",Proseware Photo Smart All-in-One Printer M380 White,59,8673.0
"Printers, Scanners & Fax",Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,59,7139.0
"Printers, Scanners & Fax",Proseware Wireless Photo All-in-One Printer M390 Grey,59,11092.0
Projectors & Screens,WWI Projector 1080p DLP86 White,59,147441.0
Projectors & Screens,WWI Projector 1080p LCD86 Black,59,135405.0
Camcorders,Fabrikam Business Videographer 1'' 25mm M600 Grey,60,53400.0
Cameras & Camcorders Accessories,Contoso General Carrying Case E304 Black,60,1199.4000000000003
Cameras & Camcorders Accessories,Contoso Rechargeable Li-Ion Battery Pack E300 Black,60,2999.3999999999996
Digital Cameras,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,60,16080.0
Digital SLR Cameras,"Contoso SLR Camera 35"" M358 Silver Grey",60,21480.0
Download Games,MGS Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138,60,2580.0
Home & Office Phones,Contoso 4 Handset Cordless Phone System M86 Grey,60,2159.4
Home & Office Phones,Contoso Expandable 3-Handset Cordless Phone System M204 White,60,2159.4
Home & Office Phones,Contoso Expandable Cordless Phone System M008 White,60,1379.4
Home & Office Phones,Contoso In front of Centrex L15 Grey,60,2819.399999999999
Home & Office Phones,Contoso Phone System Accessory Handset with Charger M308 Grey,60,1619.4
Laptops,Adventure Works Laptop15 M1501 Red,60,41940.0
Laptops,Fabrikam Laptop10.1 M0100 White,60,22980.0
MP4&MP3,Contoso 16GB Mp5 Player M1600 Green,60,11994.000000000002
MP4&MP3,Contoso 4GB Flash MP3 Player E401 Silver,60,4660.8
Microwaves,Fabrikam Microwave 2.2CuFt M1250 Blue,60,11999.4
Monitors,Adventure Works LCD20W M240 White,60,16740.0
Monitors,Proseware LCD15 E103 White,60,5940.0
"Printers, Scanners & Fax","Proseware Color Ink jet Fax, Copier, Phone M250 White",60,9540.0
Projectors & Screens,Contoso Projector 1080p X980 Silver,60,137700.0
Projectors & Screens,Contoso Projector 1080p X980 White,60,137700.0
Projectors & Screens,Proseware Screen 125in X1609 Black,60,27540.0
Smart phones & PDAs,The Phone Company Smart phones 8 GB of Memory M400 Pink,60,16140.0
Camcorders,Fabrikam Social videographer 1'' 25mm E400 Black,61,10980.0
Digital Cameras,A. Datum Rangefinder Digital Camera X200 Azure,61,12200.0
Home & Office Phones,Contoso Phone with Memory Dialing-2 lines E90 White,61,976.0
Microwaves,Contoso Microwave 1.0CuFt E0110 Black,61,8539.390000000001
Microwaves,Contoso Microwave 1.6CuFt M0125 Black,61,10979.39
Microwaves,Litware Microwave 1.5CuFt X110 Black,61,40622.34
Monitors,Adventure Works LCD15 E100 White,61,6039.0
Monitors,WWI LCD17 E205 White,61,6039.0
Monitors,WWI LCD19 E107 Black,61,8479.0
Projectors & Screens,WWI Projector 480p DLP12 Black,61,30439.0
Digital SLR Cameras,A. Datum SLR Camera M139 Gold,62,19344.0
Home & Office Phones,Contoso Centrex Phone System L10 Black,62,2665.3799999999997
Home & Office Phones,Contoso Phone with Memory Dialing-single line E88 White,62,879.7800000000002
Laptops,Fabrikam Laptop15 M5000 White,62,43338.0
Laptops,Fabrikam Laptop8.9 M0801 Silver,62,22537.0
Laptops,WWI Laptop12 M0120 White,62,23742.900000000005
MP4&MP3,Contoso 8GB MP3 Player new model M820 Blue,62,8308.0
Microwaves,Fabrikam Microwave 0.8CuFt E0800 Grey,62,5889.379999999998
Microwaves,Litware Microwave 1.6CuFt M125 Blue,62,11159.380000000001
Refrigerators,Litware Refrigerator 19CuFt M760 Grey,62,55738.0
Cameras & Camcorders Accessories,Contoso Carrying Case E312 White,63,3147.480000000001
Digital Cameras,A. Datum All in One Digital Camera M200 Green,63,11844.0
Digital SLR Cameras,Contoso SLR Camera M143 Grey,63,19152.0
Laptops,Adventure Works Laptop12 M1201 Blue,63,24125.850000000006
Laptops,Adventure Works Laptop19W X1980 Red,63,81837.0
Laptops,Proseware Laptop15 M510 Black,63,44037.0
MP4&MP3,Contoso 4GB Portable MP3 Player M450 White,63,6044.849999999999
Monitors,Adventure Works LCD20 M210 Black,63,16317.0
"Printers, Scanners & Fax","Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black",63,9954.0
Projectors & Screens,Contoso Screen 125in M250 White,63,28917.0
Smart phones & PDAs,The Phone Company PDA GPS Phone 3.5 inch M910 Silver,63,16884.0
Smart phones & PDAs,The Phone Company Smart phones 4 GB of Memory M300 White,63,15057.0
Smart phones & PDAs,The Phone Company Smart phones Unlocked International M800 Gold,63,19530.0
Camcorders,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,64,62720.0
Cameras & Camcorders Accessories,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,64,3199.3599999999988
Digital Cameras,A. Datum All in One Digital Camera M200 Silver,64,12032.0
Digital Cameras,A. Datum Point Shoot Digital Camera M500 Pink,64,12672.0
Digital SLR Cameras,Fabrikam SLR Camera X150 Green,64,30752.0
Home & Office Phones,Contoso 4-Line Corded Cordless Telephone M203 Black,64,2111.36
Home & Office Phones,Contoso 4-Line Expandable Cordless Phone System M900 Black,64,1408.0
Laptops,Adventure Works Laptop12 M1201 White,64,24508.800000000003
Laptops,Adventure Works Laptop19 X1900 Black,64,83136.0
Laptops,Adventure Works Laptop19W X1980 Silver,64,83136.0
Monitors,Proseware CRT17 E104 White,64,3776.0
"Printers, Scanners & Fax",Proseware Slim-Design Fax Machine with Answering System X180 Grey,64,15104.0
Projectors & Screens,Proseware Projector 1080p LCD86 White,64,146880.0
Projectors & Screens,WWI Screen 125in M1611 Black,64,29376.0
Smart phones & PDAs,The Phone Company PDA Palm 3.5 inch M810 White,64,17920.0
Televisions,"Adventure Works 20"" Analog CRT TV E45 Black",64,12800.0
Camcorders,"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue",65,64870.0
Digital SLR Cameras,"Contoso SLR Camera 35"" X358 Silver Grey",65,36920.0
Laptops,Adventure Works Laptop15 M1501 White,65,45435.0
Laptops,Adventure Works Laptop16 M1601 Silver,65,38935.0
MP4&MP3,Contoso 512MB MP3 Player E51 Silver,65,844.3500000000001
Microwaves,Litware Microwave 1.0CuFt E110 Silver,65,9099.35
Monitors,Proseware CRT17 E104 Black,65,3835.0
Monitors,WWI LCD17W E200 Black,65,8385.0
Monitors,WWI LCD22W M2003 White,65,44135.0
"Printers, Scanners & Fax",Proseware Fax Machine E100 Grey,65,5135.0
"Printers, Scanners & Fax",Proseware Laser Jet Printer E100 Black,65,5135.0
Projectors & Screens,Contoso Projector 480p M480 Silver,65,14885.0
Smart phones & PDAs,The Phone Company Smart phones Expert M400 Pink,65,19500.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" X358 Silver",66,28789.200000000004
Download Games,MGS Age of Empires III: The War Chiefs 2007 E132,66,2838.0
Laptops,Proseware Laptop15.4W M518 White,66,50028.0
MP4&MP3,Contoso 16GB Mp5 Player M1600 White,66,13193.400000000001
Microwaves,Fabrikam Microwave 0.8CuFt E0800 Blue,66,6269.339999999999
Monitors,Proseware LCD17 E200 White,66,6534.0
Monitors,WWI LCD19W M100 White,66,11814.0
Projectors & Screens,Proseware Screen 100in M1609 Silver,66,12540.0
Smart phones & PDAs,The Phone Company PDA Palm 4.7 inch L850 Black,66,26268.0
Camcorders,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,67,58960.0
Cameras & Camcorders Accessories,Contoso Multi-Use Terminal Cable E308 Silver,67,2478.33
Home & Office Phones,Contoso Phone with 13-Number Memory (210) M301 Black,67,1138.33
Laptops,Fabrikam Laptop8.9 E0800 Silver,67,21440.0
