CustomerKey,Purchase_Frequency,Average_Order_Value,Preferred_Products
1414226,2,1972.8000000000002,"Contoso DVD 48 DVD Storage Binder M50 Black,MGS Hand Games men M300 Silver,Fabrikam Refrigerator 1.7CuFt E1200 Blue,Contoso 4-Line Expandable Cordless Phone System M900 Black,Contoso DVD 14-Inch Player Portable L100 Black,Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green"
1414241,3,6185.82,"Contoso DVD 48 DVD Storage Binder M50 Red,Adventure Works Desktop PC3.0 MS300 Black,The Phone Company Smart phones 8 GB of Memory M400 White,WWI 4GB Video Recording Pen X200 Pink,SV 16xDVD M330 Silver,Contoso Water Heater 4.3GPM M1250 White,Contoso DVD 7-Inch Player Portable E200 Black,MGS Age of Empires 2008new M420,The Phone Company PDA Wifi 3.5-inch M200 Silver,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,MGS MechCommander 2 E123,A. Datum Advanced Digital Camera M300 Grey"
1414248,2,4826.0,"SV DVD Recorder L200 Black,WWI Desktop PC2.33 X2330 Silver,The Phone Company Smart phones Expert M400 Grey,Proseware Laser Jet Printer E100 Black"
1414295,3,7076.709999999999,"WWI 1GB Digital Voice Recorder Pen E100 White,Contoso 4GB Flash MP3 Player E401 White,NT Wireless Bluetooth Stereo Headphones E302 Yellow,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,Proseware Projector 1080p LCD86 White,SV Keyboard E10 Silver,WWI Desktop PC1.80 E1800 White,Contoso Carrying Case E312 Silver,SV DVD 7-Inch Player Portable E200 Black,WWI 2GB Spy Video Recorder Pen M300 White,Proseware LCD19W M100 Black,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink"
1414525,8,10196.839999999998,"Adventure Works LCD17W E203 Black,MGS Hand Games men M300 Yellow,WWI Desktop PC1.80 E1801 Brown,Contoso 2-Line Corded Cordless Telephone M202 Black,Contoso Water Heater 4.3GPM M1250 Red,WWI 2GB Spy Video Recorder Pen M300 White,SV 16xDVD M350 Black,Contoso DVD 60 DVD Storage Binder L20 Silver,Contoso Mini Battery Charger Kit E320 White,Proseware LCD17W E202 Black,Contoso Reserve Pen - Tablet Pen E200 Black,WWI 1GB Pulse Smart pen E50 Silver,Contoso Wireless Notebook Optical Mouse M35 Silver,Contoso DVD 15-Inch Player Portable L200 White,SV 16xDVD M300 Silver,Contoso Lens Adapter M450 Grey,WWI Desktop PC2.33 X2330 Black,Contoso DVD External DVD Burner M200 Silver,Adventure Works Desktop PC1.80 ED180 Silver"
1414666,6,15045.439999999999,"Contoso DVD 60 DVD Storage Binder L20 Silver,MGS Dungeon Siege II E105,SV DVD Recorder L200 Black,SV DVD 60 DVD Storage Binder L20 Black,Contoso Mini Battery Charger Kit E320 Silver,WWI Desktop PC1.80 E1800 Black,Contoso Water Heater 4.3GPM M1250 Green,Contoso In-Line Coupler E180 Silver,MGS Halo 2 for Windows Vista 2009 E130,The Phone Company Pen Touch Screen Phones M320 Gold,Contoso Water Heater 4.0GPM M1250 Red,Contoso Private Branch Exchange M88 Black"
1414773,1,1797.0,Adventure Works Desktop PC2.30 MD230 Silver
1414914,2,2325.7,"WWI Laptop15.4W M0156 Black,WWI Desktop PC1.80 E1801 Brown"
1415255,3,4535.499999999999,"SV Hand Games for Office worker L28 Red,SV DVD Player M110 Silver,SV DVD 60 DVD Storage Binder L20 Red,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,Contoso Home Theater System 2.1 Channel M1210 White,MGS Racing Madness 2 M370,WWI 4GB Video Recording Pen X200 Red,MGS Hand Games for students E400 Black,SV DVD 38 DVD Storage Binder E25 Silver"
1415385,1,539.97,Contoso DVD 12-Inch Player Portable M400 Silver
1415440,4,2199.77,"SV DVD Player M120 White,SV DVD 9-Inch Player Portable M300 White,Proseware Laser Jet Printer E100 Black,SV Hand Games for students E40 Red,Adventure Works Desktop PC1.80 ED180 Brown,Contoso DVD 9-Inch Player Portable M300 Black,Contoso DVD 7-Inch Player Portable E200 White"
1415442,3,4724.92,"Adventure Works 20"" Analog CRT TV E45 Brown,The Phone Company Smart phones Expert M400 Gold,The Phone Company Sharp Touch Screen Phones M910 Black,WWI Desktop PC1.80 E1800 Brown,WWI Desktop PC1.60 E1600 White,Contoso DVD 7-Inch Player Portable E200 Silver,Proseware Fax Machine E100 White"
1415483,4,3998.5,"Contoso SLR Camera X143 Silver,Fabrikam Business Videographer 2/3'' 17mm M280 White,Contoso 2G MP3 Player E200 Red,Cigarette Lighter Adapter for Contoso Phones E110 White,SV 16xDVD M320 Black,MGS Age of Empires III: The Asian Dynasties M180,SV DVD 55DVD Storage Binder M56 Black"
1415490,3,1999.6699999999998,"Litware 80mm Dual Ball Bearing Case Fan E1001 Green,Contoso In front of Centrex L15 Grey,Contoso Wireless Laser Mouse E50 Grey,A. Datum SLR Camera 35"" X358 Silver,WWI Desktop PC1.60 E1600 Red,MGS Combat Flight Simulator 3 E119"
1415607,3,4891.7699999999995,"MGS Hand Games for kids E300 Yellow,Contoso Water Heater 4.3GPM M1250 Blue,Fabrikam Microwave 1.6CuFt M1250 White,MGS Flight Simulator X Acceleration Expansion Pack 2009 E128,Contoso DVD External DVD Burner M200 Grey,Contoso DVD 14-Inch Player Portable L100 White"
1416025,1,539.8,WWI Desktop PC1.80 E1801 Silver
1416154,1,345.0,WWI Wireless Bluetooth Stereo Headphones M270 Silver
1416469,4,6738.61,"The Phone Company Smart phones 8 GB of Memory M400 Grey,SV 8xDVD E130 Silver,SV Hand Games for 12-16 boys E60 Red,Contoso Lens Adapter M450 White,Proseware Slim-Design Fax Machine with Answering System X180 Green,Contoso DVD Recorder L210 Silver,Proseware Wall Lamp E0215 Grey,NT Wireless Bluetooth Stereo Headphones E302 Silver,The Phone Company Smart phones 6-LINE SCREEN M21 White,SV DVD 55DVD Storage Binder M56 Black,MGS Gears of War 2008 M450,The Phone Company PDA Wifi 4.7-inch L290 White"
1416511,2,596.05,"Contoso In-Line Coupler E180 White,Proseware High-Performance Business-Class Laser Fax X200 Black,Adventure Works CRT15 E101 Black"
1416930,1,1734.0,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black
1416995,5,13159.819999999998,"SV DVD 60 DVD Storage Binder L20 Black,SV Hand Games women M40 Black,The Phone Company Touch Screen Phones 26-1.4"" M250 Gold,Fabrikam Refrigerator 24.7CuFt X9800 White,Contoso DVD 38 DVD Storage Binder E25 Black,SV DVD 7-Inch Player Portable E200 White,SV DVD 38 DVD Storage Binder E25 Red,Contoso Telephoto Conversion Lens M350 Silver,MGS Hand Games men M300 Black,NT Wireless Bluetooth Stereo Headphones E102 Blue,Fabrikam SLR Camera 35"" M358 Black,Contoso Coffee Maker 4C E0800 White,SV 8xDVD E130 Silver,Contoso Water Heater 4.3GPM M1250 Yellow"
1417165,5,12244.259999999998,"SV DVD 58 DVD Storage Binder M55 Silver,NT Wireless Bluetooth Stereo Headphones M402 Green,WWI Desktop PC1.60 E1600 White,WWI Stereo Bluetooth Headphones E1000 Silver,SV 500GB USB 2.0 Portable External Hard Drive X405 Pink,WWI Desktop PC2.30 M2300 White,WWI 1GBPulse Smart pen E50 Black,Contoso Water Heater 4.3GPM M1250 Grey,MGS Hand Games for students E400 Yellow,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,MGS Combat Flight Simulator 2 M400,MGS Flight Simulator 2009: A Century of Flight E151,MGS Hand Games for kids E300 Yellow,WWI Desktop PC2.33 X2330 Brown,Contoso Water Heater 4.0GPM M1250 Grey,Fabrikam Business Videographer 2/3'' 17mm M280 Black,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey,A. Datum All in One Digital Camera M200 Azure"
1417542,1,280.52,MGS Zoo Tycoon 2: Extinct Animals M210
1417576,3,17530.930000000004,"Contoso Washer & Dryer 25.5in M255 Pink,Adventure Works 32"" LCD HDTV M130 Brown,Fabrikam Coffee Maker Auto 5C E090 Gold,WWI Desktop PC2.30 M2300 Black,The Phone Company Touch Screen Phones Capacitive M908 Gold,Contoso DVD Movies E100 Yellow"
1417693,6,11710.609999999999,"Adventure Works LCD22 M200 White,SV DVD 7-Inch Player Portable E200 Silver,The Phone Company Smart phones 8 GB of Memory M400 White,Adventure Works LCD24 X300 White,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey,The Phone Company Touch Screen Phones 26-1.4"" M250 Black,Contoso DVD Player M110 Silver,WWI Stereo Bluetooth Headphones New Generation M370 White,The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey,MGS Zoo Tycoon 2: Marine Mania Expansion Pack M270,WWI Projector 720p LCD56 Silver,WWI Desktop PC1.80 E1801 Black"
1417781,1,1219.0,"Contoso Water Heater 2.6GPM E0900 White,WWI Screen 85in E1010 White,MGS MechWarrior 4:Knight2009 E171"
1418096,1,4437.0,Litware Refrigerator 9.7CuFt M560 Orange
1418109,3,6359.16,"WWI Screen 125in M1611 White,NT Wireless Bluetooth Stereo Headphones E302 Silver,SV DVD 58 DVD Storage Binder M55 Black,Contoso DVD Player M140 Gold,Adventure Works Laptop12 M1200 Black,The Phone Company Smart phones Expert M400 White,Adventure Works Desktop PC1.80 ED180 White,SV DVD External DVD Burner M200 Blue,NT Bluetooth Stereo Headphones E52 Yellow"
1418119,2,10821.949999999999,"Adventure Works 52"" LCD HDTV X590 Black,Contoso DVD 9-Inch Player Portable M300 Black,Contoso Microwave 0.9CuFt E0090 White,Proseware Wireless Photo All-in-One Printer M390 Black,The Phone Company Smart phones without camera E100 Black,MGS RalliSport Challenge2009 E155"
1418121,4,3692.42,"Fabrikam Social Videographer 1/3'' 8.5mm E200 White,MGS MechWarrior 4: Vengeance 2009 E175,NT Wireless Bluetooth Stereo Headphones E102 Silver,SV DVD Movies E100 Yellow,The Phone Company Touch Screen Phones 26-1.4"" M250 Gold,WWI 1GB Pulse Smart pen E50 White,SV Hand Games men M30 Silver,Fabrikam Laptop8.9 M0801 Silver,Contoso Hybrid system M60 Grey"
1418131,4,9535.5,"WWI Desktop PC1.80 E1800 Silver,WWI 1GB Digital Voice Recorder Pen E100 White,Adventure Works Desktop PC2.30 MD230 Black,WWI Laptop8.9 E0089 Black,Adventure Works LCD20 M210 White,Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue,SV 16xDVD E340 Black,WWI 4GB Video Recording Pen X200 Yellow,The Phone Company Touch Screen Phones 26-1.4"" M250 Gold"
1418168,2,1444.38,"A. Datum SLR Camera 35"" M358 Blue,Contoso Education Supplies Bundle E200 Black,SV Car Video TFT6.2W E6282 Silver,WWI Desktop PC1.80 E1801 Black,WWI Wireless Transmitter and Bluetooth Headphones X250 Black"
1418448,4,4285.67,"MGS Fable: The Lost Chapters2008 E140,Contoso Conversion Lens M550 Black,Contoso Carrying Case E312 Silver,Proseware Screen 113in X1609 Black,SV Hand Games women M40 Yellow,WWI Desktop PC1.60 E1600 Red,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,Proseware Projector 720p DLP56 Black"
1418528,2,898.5,"Contoso Telephoto Conversion Lens M350 Black,Contoso USB 2.0 Dock Station docking station M800 Grey,A. Datum SLR-like Digital Camera M400 Green,MGS Age of Empires III: The Asian Dynasties E106"
1418618,5,4016.57,"Adventure Works 40"" LCD HDTV M690 Black,Adventure Works 20"" CRT TV E15 White,The Phone Company Smart phones 320 x 320 M86 Grey,SV 500GB USB 2.0 Portable External Hard Drive X405 Pink,Contoso Finger Touch Screen Phones M30 Black,SV DVD External DVD Burner M200 Silver,MGS Dungeon 2007 E141"
1418842,1,744.32,"MGS Hand Games for students E400 Black,SV DVD External DVD Burner M200 Blue,Fabrikam Microwave 1.0CuFt E1100 Red"
1418976,1,2038.9,"The Phone Company Smart phones 4 GB of Memory M300 Gold,SV DVD 12-Inch Player Portable M400 Silver"
1418988,3,11275.39,"Contoso Water Heater 7.2GPM X1800 White,Fabrikam Home and Vacation Moviemaker 1"" 25mm M400 Blue,MGS Racing Madness 2 M370,A. Datum All in One Digital Camera M200 Azure,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,WWI LCD22W M2003 Black,SV DVD Player M110 Silver,The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold"
1419155,1,2373.0,Contoso Water Heater 4.0GPM M1250 Green
1419500,1,1118.92,"WWI Desktop PC2.33 X2330 Black,Contoso Mini Battery Charger Kit E320 Red"
1419573,3,6865.33,"MGS Bicycle Board Games X500,Fabrikam Refrigerator 1.7CuFt E1200 Grey,NT Wireless Bluetooth Stereo Headphones E102 White,WWI Desktop PC1.80 E1801 Silver,The Phone Company Smart phones 4 GB of Memory M300 Gold,Litware Home Theater System 7.1 Channel X711 Brown,SV DVD Movies E100 Yellow,Proseware Duplex Scanner M200 Grey,Proseware Laser Jet Color Printer X300 White,Contoso DVD 12-Inch Player Portable M400 White,Contoso DVD 9-Inch Player Portable M300 Silver"
1419594,1,5681.45,"WWI 4GB Video Recording Pen X200 Red,Adventure Works Desktop PC1.60 ED160 Silver,Contoso Touch Screen Phones 5-Wire/Built-in M500 Black,Adventure Works 20"" LCD HDTV M120 Black,WWI Desktop PC1.80 E1802 White,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,MGS Shadow-run 2008 E131"
1419863,4,4028.7499999999995,"Contoso Home Theater System 5.1 Channel M1510 White,SV DVD Player M100 Black,SV DVD 58 DVD Storage Binder M55 Silver,Contoso Air conditioner 10000BTU M0490 Silver,WWI 1GB Digital Voice Recorder Pen E100 Black,WWI Desktop PC1.80 E1802 White,SV DVD 60 DVD Storage Binder L20 Silver,WWI 2GB Pulse Smart pen M100 Blue"
1420081,3,9745.95,"SV DVD 7-Inch Player Portable E200 Black,Contoso Projector 720p M620 White,Contoso DVD Player M130 Grey,Contoso Electronic Private Automatic Branch Exchange M90 White,Contoso Water Heater 7.2GPM X1800 Grey,The Phone Company Smart phones 6-LINE SCREEN M21 Pink"
1420133,1,772.89,"Litware 80mm LED Dual PCI Slot Fan E1501 Red,WWI Desktop PC1.80 E1800 Silver,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey"
1420237,8,28270.19,"The Phone Company Touch Screen Phones Capacitive M908 Grey,MGS Hand Games women M400 Black,SV DVD 60 DVD Storage Binder L20 Red,Litware Microwave 0.8CuFt E080 Grey,SV DVD Recorder L210 Silver,Contoso DVD 58 DVD Storage Binder M55 Black,Contoso In front of Centrex L15 Black,Litware Chandelier M8015 Blue,NT Wireless Bluetooth Stereo Headphones E102 Black,Contoso DVD 12-Inch Player Portable M400 Silver,Proseware Laptop8.9 E089 Black,Proseware LCD24W X300 Black,Contoso Water Heater 1.5GPM E0800 Blue,WWI Desktop PC1.60 E1600 Red,The Phone Company Smart phones 320 x 320 M86 Grey,Fabrikam Laptop15 M5000 White,Fabrikam Trendsetter 1/2"" 3mm X300 Orange,WWI Desktop PC1.60 E1600 Silver,Adventure Works 32"" LCD HDTV M130 Black,Fabrikam Social Videographer 1'' 25mm E400 White,SV DVD 15-Inch Player Portable L200 Silver,Adventure Works 15.6"" LCD TV M130W Brown"
1420473,2,2153.61,"Litware Microwave 1.6CuFt M125 Blue,WWI Stereo Bluetooth Headphones New Generation M370 Blue,MGS MechWarrior 4 Mach Packs X100,MGS Hand Games for Office worker L299 Yellow,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver"
1420774,2,12511.189999999999,"Adventure Works LCD24 X300 White,SV DVD 12-Inch Player Portable M400 Black,Adventure Works Desktop PC1.80 ED182 Brown,WWI 2GB Spy Video Recorder Pen M300 White,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,Contoso Lens Cap Keeper E314 Yellow,Contoso Phone with Memory Dialing-single line E88 Grey"
1420996,3,7585.81,"The Phone Company Pen Touch Screen Phones-2.6"" M320 Black,Contoso DVD 14-Inch Player Portable L100 Silver,WWI Desktop PC1.80 E1800 White,Headphone Adapter for Contoso Phone E130 White,Contoso Optical USB Mouse M45 White,Contoso Water Heater 7.2GPM X1800 Blue,SV DVD External DVD Burner M200 Grey,Adventure Works Desktop PC2.33 XD233 White,NT Wireless Bluetooth Stereo Headphones E302 Yellow"
1421393,2,3821.0,"Litware 17'' Oscillating Pedestal Fan M125 Yellow,NT Wireless Bluetooth Stereo Headphones E302 White,SV DVD 15-Inch Player Portable L200 Silver"
1421506,2,5215.2,"Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,SV DVD 48 DVD Storage Binder M50 Red,Adventure Works Desktop PC1.80 ED182 Black,Contoso Digital Cordless Expansion Handset Phone M900 White,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,SV DVD 9-Inch Player Portable M300 Black,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey"
1421626,5,10934.88,"The Phone Company Smart phones 8 GB of Memory M400 Grey,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,WWI 4GB Video Recording Pen X200 Pink,Fabrikam Social Videographer 1/3'' 8.5mm E200 White,Fabrikam Social Videographer 2/3"" 17mm E100 Orange,NT Washer & Dryer 25.5in M2550 Blue,The Phone Company Touch Screen Phones 26-2.2"" M200 Gold,Contoso Projector 480p M481 Black,Fabrikam Laptop14.1 M4100 White,SV DVD Recorder L230 Grey,The Phone Company Smart phones Expert M400 Black,The Phone Company PDA Phone 3.5 inches M320 Silver"
1421877,2,10696.2,"Adventure Works Desktop PC1.80 ED180 Silver,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Adventure Works 52"" LCD HDTV X790W White"
1421881,1,469.0,Adventure Works Desktop PC3.0 MS300 Black
1421890,3,8844.65,"SV 8xDVD E120 Silver,Contoso Reserve Pen -Tablet Pen E200 Blue,WWI Projector 480p LCD12 Black,The Phone Company PDA Wifi 3.5-inch M200 White,Adventure Works Desktop PC2.33 XD233 Silver,Contoso DVD 55DVD Storage Binder M56 Silver,SV DVD 7-Inch Player Portable E200 Silver"
1421952,1,200.95,Contoso Expandable 2-Handset Cordless Phone System M205 Grey
1422140,1,1673.0,The Phone Company Smart phones 4 GB of Memory M300 Gold
1422175,3,4912.88,"Contoso Telephoto Conversion Lens M350 Blue,WWI Desktop PC1.60 E1600 Red,Litware 18'' Oscillating Pedestal Fan M135 Blue,MGS Hand Games men M300 Black,MGS Hand Games for Office worker L299 Black,WWI Desktop PC1.60 E1600 Black,Adventure Works Desktop PC1.60 ED160 White,Fabrikam Social Videographer 2/3"" 17mm E100 Orange,Contoso Optical Wheel OEM PS/2 Mouse E60 White"
1422363,1,6457.12,"WWI Desktop PC2.33 X2330 Brown,WWI Desktop PC1.80 E1800 Black,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,Fabrikam SLR Camera M149 Blue,Contoso DVD Player M110 Silver,MGS Hand Games for 12-16 boys E600 Red,SV DVD 14-Inch Player Portable L100 Black"
1422377,1,599.06,"MGS Zoo Tycoon 2: African Adventure M280,SV USB Sync Charge Cable E700 Blue,Contoso Water Heater 1.5GPM E0800 Blue"
1422501,3,4388.19,"Contoso DVD Player M130 Grey,WWI 2GB Pulse Smart pen M100 Silver,NT Wireless Bluetooth Stereo Headphones M402 Silver,Headphone Adapter for Contoso Phone E130 White,Contoso DVD 14-Inch Player Portable L100 Silver,Contoso USB Wave Multi-media Keyboard E280 White,A. Datum SLR-like Digital Camera M400 Azure,SV Hand Games for Office worker L28 Red,SV Hand Games men M30 Silver"
1422569,3,3298.7299999999996,"Adventure Works 15.6"" LCD TV M130W White,WWI Wireless Transmitter and Bluetooth Headphones X250 White,WWI Desktop PC2.30 M2300 Black,MGS Age of Mythology E118,Contoso 3 Handset Cordless Phone System  E30 Black,Adventure Works Desktop PC2.30 MD230 Brown"
1422773,1,3070.23,"Adventure Works Desktop PC1.80 ED182 Black,Contoso DVD External DVD Burner M200 Silver,Contoso Multi-Use Terminal Cable E308 Black,Fabrikam Laptop14.1W M4180 Red"
1422903,3,1743.97,"The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Gold,MGS Age of Mythology: The Titans Expansion 2009 E148,Litware Refrigerator 1.7CuFt E120 Orange,Contoso Air conditioner 5200BTU E0100 Grey,Adventure Works Laptop8.9 E0890 Red,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,WWI Wireless Bluetooth Stereo Headphones M170 Black"
1423539,4,5717.19,"Contoso USB Wave Multi-media Keyboard E280 White,Adventure Works Desktop PC3.0 MS300 Silver,Contoso Mini Battery Charger Kit E320 White,Contoso Telephoto Conversion Lens X400 Black,Contoso Mouse Lock Bundle E200 Grey,The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Black,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,SV DVD 55DVD Storage Binder M56 Silver"
1423675,2,376.95,"Contoso DVD 38 DVD Storage Binder E25 Red,SV 16xDVD M330 Black"
1423826,2,7445.56,"MGS Hand Games for kids E300 Black,SV Car Video LCD9.2W X9280 Black,WWI Desktop PC2.30 M2300 Black,MGS Collector's M160,SV DVD 9-Inch Player Portable M300 Silver,Litware Microwave 0.8CuFt E080 Red,Contoso Connectivity Starter Kit Smart Buy M680 Grey,Proseware Air conditioner 7000BTU E260 Red,MGS MechWarrior 4: Mercenaries E117"
1423836,3,5280.07,"WWI Stereo Bluetooth Headphones E1000 Green,WWI 1GB Digital Voice Recorder Pen E100 Pink,Adventure Works Desktop PC2.30 MD230 Brown,SV Hand Games women M40 Silver,SV DVD 38 DVD Storage Binder E25 Silver,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,WWI 2GB Pulse Smart pen M100 Blue,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black"
1424211,1,6433.27,"The Phone Company PDA Phone 4.7 inches L360 Black,Contoso Microwave 0.8CuFt E0080 Red,Contoso Water Heater 4.0GPM M1250 White,SV Hand Games for kids E30 Silver,Adventure Works Desktop PC2.30 MD230 Silver,Contoso Touch Screen Phones Infrared M901 Black,Contoso Screen 106in M060 Silver"
1424341,3,7471.370000000001,"WWI Desktop PC3.0 M0300 Black,Contoso Phone Tough Skin Case E140 Pink,Proseware Air conditioner 25000BTU L167 White,Adventure Works Laptop15.4W M1548 Black,SV DVD 7-Inch Player Portable E200 Black,Litware 92mm DBB Case Fan E1101 Black"
1424488,1,1199.94,Contoso Microwave 2.2CuFt M0125 Silver
1424915,3,13348.339999999998,"WWI Desktop PC2.33 X2330 Silver,Contoso DVD External DVD Burner M200 Blue,A. Datum Slim Digital Camera M180 Green,MGS Hand Games for Office worker L299 Silver,SV DVD Player M110 Silver,The Phone Company Touch Screen Phones - LCD M12 Gold,Contoso Water Heater 2.6GPM E0900 Silver,SV DVD 55DVD Storage Binder M56 Silver,The Phone Company Smart phones 8 GB of Memory M400 Pink,WWI Desktop PC1.80 E1801 White,Litware Home Theater System 4.1 Channel M410 Brown,Contoso DVD 7-Inch Player Portable E200 Silver,WWI Stereo Bluetooth Headphones E1000 Black,Proseware LCD24W X300 White"
1425175,1,2186.82,"Fabrikam Microwave 1.5CuFt X1100 Red,The Phone Company Touch Screen Phones - CRT M11 Gold"
1425307,4,16069.64,"WWI Desktop PC2.30 M2300 Brown,Adventure Works Desktop PC2.30 MD230 Silver,NT Wireless Transmitter and Bluetooth Headphones M150 Green,WWI Desktop PC1.80 E1800 Black,Contoso Water Heater 1.5GPM E0800 Grey,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,Contoso Air conditioner 6000BTU E0180 Silver,MGS MechWarrior 4 Mach Packs X100,WWI Laptop16 M0160 Black,Contoso Water Heater 1.5GPM E0800 White,MGS Bicycle Casino Games X700,SV 16xDVD M350 Black,Contoso DVD 12-Inch Player Portable M400 Silver,WWI Desktop PC2.33 X2330 Black,MGS Hand Games men M300 Red"
1425323,2,252.89,"Proseware Slim-Design Fax Machine with Answering System X180 Black,MGS Hand Games for Office worker L299 Red"
1425386,2,5767.91,"WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Adventure Works 19"" Portable LCD HDTV M110 Silver,WWI Desktop PC2.33 X2330 Silver,The Phone Company Smart phones without camera E100 Gold,WWI 4GB Video Recording Pen X200 Pink"
1425437,1,6310.99,"Litware Refrigerator 19CuFt M760 Red,SV DVD 48 DVD Storage Binder M50 Silver"
1425449,2,3368.37,"Contoso Mini Battery Charger Kit E320 Silver,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,Fabrikam Microwave 0.8CuFt E0800 Blue,Fabrikam Microwave 0.8CuFt E0800 Red,The Phone Company Smart phones 4 GB of Memory M300 Pink,WWI 1GB Pulse Smart pen E50 Silver"
1425577,3,2447.42,"Contoso Wireless Laser Mouse E50 White,Proseware Projector 720p LCD56 White,Adventure Works Desktop PC3.0 MS300 Silver,WWI Desktop PC2.30 M2300 Silver,Reusable Phone Screen Protector E120"
1425887,1,627.8,"MGS Rise of Nations E112,WWI Desktop PC1.80 E1802 White"
1426096,5,11020.57,"Contoso Water Heater 7.2GPM X1800 White,Adventure Works Laptop19W X1980 Silver,SV DVD 60 DVD Storage Binder L20 Black,Headphone Adapter for Contoso Phone E130 Silver,Contoso DVD 14-Inch Player Portable L100 Silver,Contoso Wireless Laser Mouse E50 White,The Phone Company Pen Touch Screen Phones M320 Grey,Contoso USB Optical Mouse E200 White,WWI Desktop PC1.80 E1801 Brown,MGS Flight Simulator X M250,SV 16xDVD M360 Silver,WWI Chandelier M815 Blue,MGS Rise of Nations: Rise of Legends M290,Contoso Bluetooth Active Headphones L15 White,Contoso DVD 7-Inch Player Portable E200 Black"
1426124,3,13197.32,"The Phone Company Touch Screen Phones SAW/On-wall M806 Grey,SV Hand Games for 12-16 boys E60 Red,Contoso DVD 55DVD Storage Binder M56 Red,WWI Projector 480p DLP12 Black,Adventure Works Coffee Maker Super-Auto 12C X125 White,NT Bluetooth Stereo Headphones E52 Yellow,Contoso Telephoto Conversion Lens X400 White"
1426220,3,2060.58,"Contoso DVD Player M120 White,WWI 1GBPulse Smart pen E50 Black,Contoso Multi-line phones M30 Black,Contoso Digital Cameras Lightweight Tripod E316 Silver,Fabrikam SLR Camera X147 Grey,Contoso Carrying Case E312 White,Adventure Works Desktop PC1.80 ED182 Brown"
1426290,1,40.55,NT Wireless Bluetooth Stereo Headphones E302 Black
1426777,5,11243.729999999996,"Adventure Works Desktop PC1.80 ED182 Black,Adventure Works 19"" Portable LCD HDTV M110 White,The Phone Company Smart phones Unlocked International M800 Pink,WWI Floor Lamp X115 Blue,Headphone Adapter for Contoso Phone E130 Silver,SV DVD Player M120 White,Adventure Works Desktop PC1.60 ED160 Black,The Phone Company Smart phones Unlocked International M800 Black,Fabrikam Coffee Maker Auto 5C E090 Black,A. Datum Bridge Digital Camera M300 Orange,SV Hand Games for 12-16 boys E60 Red,The Phone Company Smart phones 8 GB of Memory M400 Grey,WWI Desktop PC1.80 E1801 Silver"
1427026,3,6719.6,"A. Datum SLR Camera X141 Blue,Contoso Touch Screen Phones  - LCD M12 Black,Adventure Works 20"" LCD HDTV M120 White,The Phone Company Finger Touch Screen Phones M30 Grey,Proseware LCD17W E202 Black,Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black,Proseware LCD20 M200 Black"
