CustomerKey,FirstPurchase,LastPurchase,TotalOrders,CustomerStatus
1020703,2017-02-04,2018-06-21,2,Inactive
1020918,2016-10-08,2018-11-07,2,Inactive
1021118,2019-01-02,2019-01-02,1,Inactive
1021470,2017-09-13,2017-09-13,1,Inactive
1021494,2018-11-20,2020-01-01,3,Inactive
1021645,2018-06-01,2018-06-01,1,Inactive
1021656,2018-09-12,2020-01-25,2,Inactive
1021674,2018-10-23,2020-02-21,2,Inactive
1021727,2018-05-17,2019-02-22,2,Inactive
1022058,2018-06-14,2020-01-30,2,Inactive
1022320,2018-11-10,2020-01-17,5,Inactive
1022328,2017-05-16,2019-12-27,5,Inactive
1022337,2018-09-15,2019-12-30,2,Inactive
1022388,2016-07-05,2019-11-11,4,Inactive
1022606,2018-11-03,2018-11-03,1,Inactive
1022792,2018-07-12,2018-07-12,1,Inactive
1022794,2018-01-08,2019-05-18,3,Inactive
1022895,2016-01-19,2016-01-19,1,Inactive
1022980,2016-01-12,2020-07-20,4,Inactive
1023110,2019-06-15,2019-06-15,1,Inactive
1023381,2016-05-11,2021-01-01,3,Inactive
1023777,2018-06-23,2018-06-23,1,Inactive
1023840,2020-01-25,2020-06-06,2,Inactive
1024431,2019-10-05,2019-10-05,1,Inactive
1024830,2016-11-09,2020-09-02,4,Inactive
1024923,2017-12-12,2020-01-22,3,Inactive
1025012,2018-11-12,2018-12-11,2,Inactive
1025021,2016-05-18,2017-12-16,2,Inactive
1025107,2018-11-17,2020-07-20,3,Inactive
1025108,2019-01-29,2020-02-27,2,Inactive
1025223,2016-12-31,2020-12-15,3,Inactive
1025279,2019-11-08,2019-11-29,2,Inactive
1025562,2016-05-23,2020-01-27,3,Inactive
1025892,2019-02-23,2019-02-23,1,Inactive
1025909,2017-12-23,2019-11-04,3,Inactive
1026021,2017-11-12,2020-02-11,3,Inactive
1026824,2018-12-08,2018-12-08,1,Inactive
1026914,2017-12-20,2021-01-08,3,Inactive
1027402,2019-08-29,2020-06-01,2,Inactive
1027529,2019-08-09,2019-08-09,1,Inactive
1027565,2019-09-14,2019-09-14,1,Inactive
1027720,2018-12-17,2018-12-29,2,Inactive
1027802,2019-08-26,2020-01-17,3,Inactive
1027901,2016-07-02,2016-07-02,1,Inactive
1028420,2019-01-09,2020-09-18,4,Inactive
1028704,2017-09-27,2019-07-09,3,Inactive
1029138,2020-10-30,2020-10-30,1,Inactive
1029182,2017-11-18,2017-11-18,1,Inactive
1029492,2017-02-11,2018-09-29,2,Inactive
1029513,2017-08-11,2017-08-11,1,Inactive
1029578,2018-07-07,2018-07-07,1,Inactive
1029757,2016-05-09,2019-11-15,2,Inactive
1029828,2019-03-04,2019-03-04,1,Inactive
1029868,2017-06-01,2020-05-08,2,Inactive
1030143,2018-02-01,2019-08-15,2,Inactive
1031047,2019-01-10,2020-01-29,2,Inactive
1031068,2017-07-07,2019-10-03,6,Inactive
1031203,2018-10-16,2020-05-25,2,Inactive
1031361,2018-08-18,2019-09-12,4,Inactive
1031377,2019-07-11,2019-08-31,2,Inactive
1031529,2016-08-06,2016-08-06,1,Inactive
1031544,2018-02-28,2019-11-23,3,Inactive
1031814,2016-09-03,2018-06-02,2,Inactive
1032154,2017-12-20,2019-09-21,2,Inactive
1032522,2018-10-06,2019-01-02,2,Inactive
1032990,2016-06-07,2019-02-22,2,Inactive
1033227,2017-07-11,2018-10-29,2,Inactive
1033579,2017-06-08,2019-07-23,2,Inactive
1034273,2018-11-20,2019-12-27,2,Inactive
1034311,2017-06-03,2019-02-13,3,Inactive
1034766,2019-09-19,2019-09-27,2,Inactive
1035342,2016-06-30,2019-05-02,2,Inactive
1035789,2016-01-13,2019-10-12,6,Inactive
1036010,2018-01-23,2018-01-23,1,Inactive
1036041,2020-01-04,2020-01-04,1,Inactive
1036042,2020-02-12,2020-02-12,1,Inactive
1036282,2018-12-26,2018-12-26,1,Inactive
1036471,2019-06-29,2019-06-29,1,Inactive
1036675,2016-09-29,2018-06-27,3,Inactive
1036716,2020-01-04,2020-01-04,1,Inactive
1036840,2019-07-11,2019-07-11,1,Inactive
1036884,2018-07-18,2018-07-18,1,Inactive
1036986,2018-10-16,2019-12-30,2,Inactive
1037200,2020-09-23,2020-09-23,1,Inactive
1037234,2019-08-17,2019-08-17,1,Inactive
1037348,2017-12-11,2019-12-20,3,Inactive
1037400,2019-03-01,2020-02-20,4,Inactive
1037661,2016-08-30,2018-07-07,2,Inactive
1037873,2018-11-08,2018-11-08,1,Inactive
1038082,2018-02-06,2020-05-02,3,Inactive
1038132,2017-12-21,2017-12-21,1,Inactive
1038441,2018-06-02,2019-08-22,2,Inactive
1039042,2017-11-28,2017-11-28,1,Inactive
1039050,2016-07-05,2020-02-24,8,Inactive
1039125,2019-06-22,2019-06-22,1,Inactive
1039440,2019-12-06,2021-01-14,2,Inactive
1039709,2020-05-06,2020-05-06,1,Inactive
1039919,2018-03-08,2020-01-30,3,Inactive
1040205,2016-12-19,2020-02-29,5,Inactive
1040233,2018-12-08,2018-12-08,1,Inactive
1040264,2018-11-10,2018-11-10,1,Inactive
1040649,2016-12-10,2016-12-10,1,Inactive
1040797,2018-06-30,2020-02-17,4,Inactive
1040916,2017-12-16,2021-01-06,2,Inactive
1041005,2020-07-10,2020-07-10,1,Inactive
1041067,2016-01-29,2019-07-06,4,Inactive
1041126,2019-01-04,2019-11-13,2,Inactive
1041399,2016-12-22,2016-12-22,1,Inactive
1041465,2016-09-20,2019-10-23,4,Inactive
1041466,2016-01-06,2016-01-06,1,Inactive
1041541,2017-02-23,2017-02-23,1,Inactive
1041566,2018-11-30,2019-12-02,2,Inactive
1041698,2017-01-07,2020-12-31,4,Inactive
1041700,2017-11-23,2019-11-09,2,Inactive
1041703,2016-10-08,2020-01-01,3,Inactive
1041871,2018-10-27,2020-05-06,4,Inactive
1042263,2018-12-11,2019-10-05,2,Inactive
1042267,2017-02-01,2020-12-30,6,Inactive
1042301,2017-09-09,2020-03-06,4,Inactive
1042711,2016-12-27,2016-12-27,1,Inactive
1042883,2016-02-02,2016-06-20,2,Inactive
1042966,2016-01-07,2016-01-07,1,Inactive
1043236,2019-11-23,2019-11-23,1,Inactive
1043602,2018-06-13,2018-06-13,1,Inactive
1043805,2017-09-13,2017-09-13,1,Inactive
1043840,2019-07-24,2019-07-24,1,Inactive
1043858,2018-09-29,2018-09-29,1,Inactive
1044258,2017-08-30,2017-08-30,1,Inactive
1044742,2019-01-18,2020-02-01,3,Inactive
1044749,2020-09-18,2020-09-18,1,Inactive
1044798,2017-07-03,2017-10-11,2,Inactive
1044827,2016-12-17,2020-05-20,3,Inactive
1044833,2016-07-12,2016-07-12,1,Inactive
1044988,2017-06-23,2017-06-23,1,Inactive
1045314,2020-05-06,2020-05-06,1,Inactive
1045339,2018-10-31,2018-10-31,1,Inactive
1045636,2016-06-13,2016-06-13,1,Inactive
1045729,2017-01-02,2018-06-20,3,Inactive
1046044,2018-11-23,2019-08-23,3,Inactive
1046652,2018-08-18,2019-09-10,2,Inactive
1046802,2019-02-01,2019-02-01,1,Inactive
1047050,2016-12-09,2019-02-02,2,Inactive
1047191,2019-01-30,2019-01-30,1,Inactive
1047746,2017-10-28,2019-03-06,3,Inactive
1047846,2017-01-18,2020-01-17,2,Inactive
1047910,2018-06-05,2019-08-31,2,Inactive
1048581,2020-03-15,2021-01-07,2,Inactive
1048733,2018-10-10,2018-10-10,1,Inactive
1049326,2016-03-04,2019-12-28,2,Inactive
1049490,2017-06-08,2020-01-04,4,Inactive
1049578,2017-02-11,2020-06-24,3,Inactive
1049670,2019-11-15,2020-06-03,2,Inactive
1049709,2016-02-17,2020-02-22,4,Inactive
1049772,2018-11-12,2020-08-22,2,Inactive
1049861,2016-02-20,2020-01-04,8,Inactive
1049894,2019-02-26,2019-11-23,2,Inactive
1049904,2016-10-08,2020-09-14,3,Inactive
1050006,2017-01-28,2018-12-29,2,Inactive
1050429,2018-08-30,2020-01-05,2,Inactive
1050975,2017-09-05,2019-11-13,4,Inactive
1051244,2017-12-27,2019-11-30,3,Inactive
1051282,2019-06-26,2019-06-26,1,Inactive
1051710,2018-08-14,2020-02-05,3,Inactive
1051777,2018-11-20,2020-09-23,2,Inactive
1052015,2018-12-12,2018-12-12,1,Inactive
1052170,2017-01-21,2017-01-21,1,Inactive
1052486,2017-09-30,2017-11-29,2,Inactive
1052614,2019-06-29,2019-06-29,1,Inactive
1052960,2016-05-28,2019-03-09,2,Inactive
1052970,2018-07-12,2020-03-07,2,Inactive
1053100,2016-06-18,2020-06-27,3,Inactive
1053209,2018-01-17,2019-06-19,5,Inactive
1053333,2018-07-18,2018-07-18,1,Inactive
1053393,2018-10-13,2020-05-02,2,Inactive
1053634,2020-03-04,2021-01-22,2,Inactive
1053706,2017-06-14,2020-02-13,3,Inactive
1053754,2017-03-02,2019-06-21,3,Inactive
1053987,2018-11-10,2018-11-10,1,Inactive
1054404,2016-10-31,2020-02-26,2,Inactive
1054507,2020-02-27,2020-02-27,1,Inactive
1054612,2017-12-03,2020-06-17,2,Inactive
1054649,2019-02-27,2019-05-30,2,Inactive
1054655,2019-01-12,2019-02-21,2,Inactive
1054835,2018-06-02,2018-06-02,1,Inactive
1054956,2020-01-04,2020-01-04,1,Inactive
1055437,2016-06-28,2016-06-28,1,Inactive
1055671,2016-03-10,2017-12-28,3,Inactive
1055766,2019-04-27,2019-04-27,1,Inactive
1055801,2020-03-14,2020-03-14,1,Inactive
1055880,2019-07-13,2020-03-06,2,Inactive
1056003,2018-01-06,2020-02-14,2,Inactive
1056183,2016-03-10,2016-03-10,1,Inactive
1056363,2019-02-12,2019-02-19,2,Inactive
1056452,2018-02-15,2018-02-15,1,Inactive
1056761,2019-02-20,2019-02-23,2,Inactive
1057055,2016-11-30,2019-11-01,8,Inactive
1057151,2018-11-20,2020-03-03,3,Inactive
1057356,2017-07-12,2020-06-27,4,Inactive
1057875,2017-06-22,2019-07-01,4,Inactive
1058030,2016-12-21,2019-11-27,3,Inactive
1058061,2019-02-07,2019-02-07,1,Inactive
1058093,2019-03-01,2019-03-01,1,Inactive
1058138,2018-09-08,2020-12-14,3,Inactive
1058292,2016-06-27,2017-02-27,2,Inactive
1058513,2019-02-15,2021-01-06,2,Inactive
1058678,2017-10-23,2019-12-06,2,Inactive
1058772,2016-08-16,2019-02-04,2,Inactive
1058787,2017-05-22,2019-12-13,2,Inactive
1058914,2018-09-20,2018-09-20,1,Inactive
1059222,2019-09-02,2020-10-07,3,Inactive
1059468,2019-06-24,2020-01-10,2,Inactive
1059705,2019-09-05,2019-09-05,1,Inactive
1059733,2016-07-08,2019-05-25,2,Inactive
1059971,2020-07-02,2020-07-02,1,Inactive
1060009,2018-06-14,2020-03-14,3,Inactive
1060173,2018-07-09,2020-05-14,4,Inactive
1060308,2019-02-19,2019-07-05,2,Inactive
1060423,2016-12-10,2021-02-20,7,Inactive
1060472,2019-09-17,2020-12-31,2,Inactive
1060589,2016-06-09,2016-06-09,1,Inactive
1060647,2019-11-09,2019-11-09,1,Inactive
1061782,2020-06-18,2020-06-18,1,Inactive
1061855,2017-09-21,2017-09-21,1,Inactive
1062069,2017-01-26,2019-03-02,2,Inactive
1062180,2018-03-03,2021-01-07,3,Inactive
1062380,2017-10-20,2017-10-20,1,Inactive
1062632,2016-01-13,2019-06-19,4,Inactive
1062944,2016-03-12,2019-01-11,3,Inactive
1063458,2016-09-02,2016-09-02,1,Inactive
1063572,2019-05-04,2019-05-04,1,Inactive
1063700,2016-10-15,2020-12-21,3,Inactive
1064279,2019-07-11,2019-12-26,2,Inactive
1064325,2017-12-16,2020-06-03,3,Inactive
1064519,2016-01-08,2019-01-25,2,Inactive
1064597,2017-06-06,2019-03-06,6,Inactive
1064658,2018-12-05,2019-10-26,2,Inactive
1064976,2020-03-06,2020-03-06,1,Inactive
1064999,2018-12-06,2018-12-06,1,Inactive
1065004,2017-05-20,2020-04-23,6,Inactive
1065072,2018-12-24,2020-10-01,2,Inactive
1065496,2018-07-23,2018-07-23,1,Inactive
1065501,2019-01-31,2020-01-04,3,Inactive
1065574,2017-02-13,2017-02-13,1,Inactive
1065583,2017-06-17,2019-11-11,2,Inactive
1065839,2019-05-28,2019-05-28,1,Inactive
1066452,2017-10-31,2019-12-19,4,Inactive
1066472,2016-12-21,2020-01-09,2,Inactive
1066623,2018-12-01,2019-10-26,2,Inactive
1067256,2019-06-24,2019-06-24,1,Inactive
1067403,2019-09-06,2019-09-06,1,Inactive
1067528,2018-12-25,2018-12-25,1,Inactive
1067598,2018-11-06,2020-01-01,2,Inactive
1067702,2016-06-06,2020-11-20,7,Inactive
1068220,2017-10-23,2019-01-04,3,Inactive
1068351,2019-08-16,2019-08-16,1,Inactive
1068402,2016-02-25,2016-02-25,1,Inactive
1068419,2017-05-17,2017-05-17,1,Inactive
1068431,2016-08-12,2016-08-12,1,Inactive
1068524,2019-11-05,2019-11-05,1,Inactive
1069041,2018-11-12,2020-02-03,2,Inactive
1069141,2020-10-15,2020-10-15,1,Inactive
1069316,2018-10-18,2018-10-18,1,Inactive
1069338,2016-11-17,2016-11-17,1,Inactive
1069496,2018-07-04,2018-07-04,1,Inactive
1069649,2016-09-13,2016-09-13,1,Inactive
1069911,2019-01-02,2019-01-02,1,Inactive
1070054,2016-05-26,2020-02-25,4,Inactive
1070372,2020-05-27,2021-01-14,2,Inactive
1070473,2018-11-13,2018-11-13,1,Inactive
1070493,2019-10-14,2019-10-14,1,Inactive
1070928,2018-06-16,2019-01-26,2,Inactive
1071007,2016-09-07,2020-03-14,3,Inactive
1071326,2018-05-04,2019-08-03,3,Inactive
1071414,2018-09-20,2019-06-25,2,Inactive
1071445,2019-05-14,2019-05-14,1,Inactive
1071530,2018-08-10,2019-10-15,2,Inactive
1071667,2018-02-01,2018-02-01,1,Inactive
1072272,2018-05-16,2019-12-25,3,Inactive
1072821,2017-02-17,2018-10-21,2,Inactive
1073026,2018-12-01,2018-12-01,1,Inactive
1073027,2016-04-26,2019-10-09,2,Inactive
1073088,2018-08-25,2019-01-10,2,Inactive
1073430,2017-02-17,2017-02-17,1,Inactive
1073964,2016-12-03,2018-05-19,2,Inactive
1074065,2017-08-11,2018-11-02,5,Inactive
1074430,2016-06-04,2016-06-04,1,Inactive
1074512,2017-10-21,2021-01-06,4,Inactive
1074717,2017-01-23,2019-03-02,3,Inactive
1074728,2017-02-16,2019-09-05,3,Inactive
1075069,2017-05-09,2020-05-08,3,Inactive
1075190,2017-02-23,2019-04-29,3,Inactive
1075402,2020-02-24,2020-02-24,1,Inactive
1075426,2019-08-21,2020-01-09,2,Inactive
1075880,2017-02-03,2019-05-07,2,Inactive
1076007,2017-02-25,2019-11-03,3,Inactive
1076090,2017-03-13,2017-03-13,1,Inactive
1076568,2016-02-16,2017-08-31,2,Inactive
1076623,2016-02-20,2016-02-20,1,Inactive
1076661,2019-02-27,2019-08-24,2,Inactive
1076700,2017-07-29,2018-12-20,3,Inactive
1076923,2018-10-27,2019-12-27,4,Inactive
1077719,2020-10-02,2020-10-02,1,Inactive
1078234,2019-12-19,2019-12-19,1,Inactive
1078235,2019-11-08,2020-10-10,3,Inactive
1078242,2017-01-24,2019-12-31,4,Inactive
1078267,2019-11-06,2019-11-06,1,Inactive
1078416,2018-12-24,2019-11-01,3,Inactive
1078673,2016-12-14,2016-12-14,1,Inactive
1078677,2017-01-26,2020-07-01,2,Inactive
1078980,2018-05-01,2018-05-01,1,Inactive
1079159,2016-01-27,2020-01-09,6,Inactive
1079330,2019-12-18,2019-12-18,1,Inactive
1079698,2018-09-15,2018-12-04,2,Inactive
1080102,2019-07-18,2019-07-18,1,Inactive
1080125,2018-07-25,2018-07-25,1,Inactive
1080163,2016-12-31,2020-12-25,3,Inactive
1080247,2019-09-23,2020-12-31,3,Inactive
1081217,2017-11-25,2020-01-25,3,Inactive
1081249,2018-12-05,2018-12-05,1,Inactive
1081604,2017-10-07,2020-12-12,5,Inactive
1081686,2018-02-10,2018-02-10,1,Inactive
1081923,2020-05-19,2020-05-19,1,Inactive
1082026,2019-07-03,2019-07-03,1,Inactive
1082222,2019-11-15,2019-11-15,1,Inactive
1082267,2018-07-21,2018-07-21,1,Inactive
1082396,2018-01-06,2018-01-06,1,Inactive
1082460,2018-07-06,2020-05-06,3,Inactive
1083191,2016-02-13,2016-11-14,2,Inactive
1083735,2017-12-13,2017-12-13,1,Inactive
1083775,2019-11-27,2019-11-27,1,Inactive
1083945,2017-02-23,2019-12-31,2,Inactive
1084205,2017-08-26,2020-02-20,8,Inactive
1084570,2016-01-10,2020-08-08,4,Inactive
1085040,2018-01-04,2018-01-04,1,Inactive
1085205,2020-04-28,2020-04-28,1,Inactive
1085273,2020-02-29,2020-02-29,1,Inactive
1085466,2017-12-20,2020-12-22,2,Inactive
1085643,2019-09-13,2020-12-26,2,Inactive
1085687,2016-09-10,2016-09-10,1,Inactive
1086200,2016-02-06,2019-09-16,5,Inactive
1086276,2017-08-26,2020-02-17,4,Inactive
1086645,2019-02-16,2019-12-02,2,Inactive
1087194,2017-10-24,2017-10-24,1,Inactive
1087732,2016-11-30,2020-06-11,8,Inactive
1087790,2017-06-19,2019-01-24,3,Inactive
1087841,2017-06-26,2020-12-23,5,Inactive
1088108,2018-10-26,2019-01-08,2,Inactive
1088133,2020-01-09,2020-01-09,1,Inactive
1088403,2018-07-23,2020-05-07,3,Inactive
1088511,2019-06-14,2019-06-14,1,Inactive
1089176,2018-11-02,2018-12-15,2,Inactive
1089328,2020-11-24,2020-11-24,1,Inactive
1089369,2017-12-04,2017-12-04,1,Inactive
1089406,2019-12-26,2019-12-26,1,Inactive
1089414,2016-10-11,2019-02-13,3,Inactive
1089537,2018-08-09,2018-08-09,1,Inactive
1089571,2017-03-07,2021-02-06,6,Inactive
1089890,2016-05-05,2020-08-28,4,Inactive
1090259,2016-05-24,2020-02-21,7,Inactive
1090406,2017-07-05,2017-07-05,1,Inactive
1090531,2019-10-12,2019-10-12,1,Inactive
1090656,2017-11-03,2017-11-03,1,Inactive
1090696,2019-05-16,2019-10-18,3,Inactive
1090726,2018-02-16,2020-10-01,8,Inactive
1090739,2016-09-10,2018-03-10,2,Inactive
1091419,2017-09-29,2021-02-13,3,Inactive
1091801,2017-01-03,2018-11-08,4,Inactive
1091961,2019-02-19,2019-05-02,2,Inactive
1092098,2019-06-26,2019-06-26,1,Inactive
1092329,2016-08-13,2016-08-13,1,Inactive
1092416,2018-01-22,2019-06-05,2,Inactive
1092434,2017-09-11,2020-06-05,3,Inactive
1092661,2017-01-09,2017-01-09,1,Inactive
1093130,2019-05-21,2019-05-21,1,Inactive
1093518,2018-08-23,2018-08-23,1,Inactive
1093679,2017-02-25,2017-08-05,2,Inactive
1093788,2018-02-20,2019-12-11,5,Inactive
1093798,2018-11-23,2019-12-28,3,Inactive
1094026,2018-09-30,2018-09-30,1,Inactive
1094276,2016-09-24,2020-06-22,5,Inactive
1094291,2016-02-18,2017-04-27,3,Inactive
1094568,2016-10-19,2021-02-17,2,Inactive
1094624,2016-12-14,2019-06-01,3,Inactive
1094704,2019-01-12,2020-03-05,2,Inactive
1094730,2019-12-26,2021-01-25,2,Inactive
1094906,2019-02-18,2019-02-18,1,Inactive
1094994,2019-07-21,2019-07-21,1,Inactive
1095118,2019-08-07,2019-08-07,1,Inactive
1095308,2018-07-03,2021-02-10,3,Inactive
1095416,2020-06-01,2020-06-01,1,Inactive
1095528,2018-06-18,2019-08-27,3,Inactive
1095535,2017-12-09,2017-12-09,1,Inactive
1095565,2019-07-26,2019-07-26,1,Inactive
1095669,2017-09-19,2017-11-07,2,Inactive
1096033,2019-12-26,2019-12-26,1,Inactive
1096041,2018-12-15,2018-12-15,1,Inactive
1096123,2016-05-27,2020-01-14,5,Inactive
1096502,2017-12-17,2017-12-17,1,Inactive
1096641,2019-08-20,2019-09-02,2,Inactive
1096714,2019-05-18,2020-09-15,4,Inactive
1096834,2017-06-23,2018-10-04,3,Inactive
1096960,2017-06-02,2019-01-31,3,Inactive
1097022,2017-02-20,2019-03-02,5,Inactive
1097057,2018-01-03,2019-12-23,4,Inactive
1097307,2019-02-14,2019-02-14,1,Inactive
1097332,2018-03-10,2019-12-03,3,Inactive
1097591,2016-07-14,2016-08-18,2,Inactive
1097602,2019-08-31,2019-08-31,1,Inactive
1097685,2016-07-14,2019-01-25,4,Inactive
1097689,2017-06-13,2019-01-16,4,Inactive
1097900,2018-12-17,2019-09-04,2,Inactive
1098100,2018-09-08,2020-10-27,4,Inactive
1098143,2016-01-23,2019-08-16,2,Inactive
1098179,2016-12-28,2019-01-18,3,Inactive
1098298,2017-12-22,2019-09-12,2,Inactive
1098561,2018-11-06,2018-11-06,1,Inactive
1098687,2016-06-11,2021-02-01,10,Inactive
1098793,2016-10-06,2019-02-23,5,Inactive
1098881,2017-12-12,2018-12-08,2,Inactive
1099301,2019-07-08,2019-07-08,1,Inactive
1099476,2019-05-22,2019-05-22,1,Inactive
1099807,2016-11-02,2020-06-09,2,Inactive
1100042,2019-02-24,2019-11-21,2,Inactive
1100184,2017-12-22,2019-11-07,2,Inactive
1100244,2020-09-23,2020-09-23,1,Inactive
1100246,2020-02-05,2020-02-05,1,Inactive
1100294,2018-12-08,2020-02-05,3,Inactive
1100341,2016-10-03,2020-09-05,4,Inactive
1100414,2019-06-15,2019-06-15,1,Inactive
1100448,2019-03-17,2019-03-17,1,Inactive
1100506,2017-11-07,2017-11-07,1,Inactive
1100638,2018-11-29,2018-11-29,1,Inactive
1100816,2017-02-21,2019-08-24,2,Inactive
1100982,2018-11-27,2018-11-27,1,Inactive
1101266,2016-10-22,2016-10-22,1,Inactive
1101386,2017-07-28,2019-03-12,3,Inactive
1101670,2016-05-02,2020-02-29,5,Inactive
1101686,2017-08-21,2019-09-17,3,Inactive
1101877,2018-10-25,2018-10-25,1,Inactive
1102272,2016-08-11,2016-08-11,1,Inactive
1102383,2020-01-29,2020-08-28,2,Inactive
1102760,2016-11-11,2020-08-05,4,Inactive
1102822,2018-11-17,2018-11-17,1,Inactive
1102842,2016-12-31,2016-12-31,1,Inactive
1103294,2018-08-08,2019-11-19,3,Inactive
1103640,2020-05-15,2020-05-15,1,Inactive
1103795,2018-12-15,2020-03-04,3,Inactive
1103886,2017-11-11,2017-11-11,1,Inactive
1104029,2016-01-14,2020-05-13,3,Inactive
1104196,2018-11-02,2018-11-02,1,Inactive
1104304,2016-05-17,2017-01-03,2,Inactive
1104307,2017-10-21,2018-11-17,2,Inactive
1104581,2019-05-04,2019-12-28,3,Inactive
1104802,2017-12-30,2017-12-30,1,Inactive
1104932,2018-12-27,2018-12-27,1,Inactive
1105074,2016-06-20,2020-01-22,2,Inactive
1105288,2016-06-11,2019-07-11,3,Inactive
1105481,2016-11-30,2020-01-27,2,Inactive
1105588,2016-09-17,2016-09-17,1,Inactive
1105607,2020-02-01,2020-02-01,1,Inactive
1106029,2019-12-27,2021-02-13,3,Inactive
1106051,2019-11-11,2019-11-11,1,Inactive
1106087,2019-02-14,2020-01-16,4,Inactive
1106952,2016-08-27,2019-05-31,2,Inactive
1107011,2019-01-17,2019-01-17,1,Inactive
1107312,2019-02-26,2019-02-26,1,Inactive
1107432,2017-09-27,2018-11-10,2,Inactive
1107461,2016-01-01,2019-12-07,4,Inactive
1107471,2017-03-04,2017-03-04,1,Inactive
1107656,2017-02-07,2019-07-27,2,Inactive
1108421,2018-12-31,2018-12-31,1,Inactive
1108431,2018-12-26,2018-12-26,1,Inactive
1108440,2020-02-25,2020-02-25,1,Inactive
1108466,2020-01-23,2020-09-07,2,Inactive
1108629,2017-10-07,2019-08-26,2,Inactive
1109178,2017-12-21,2019-10-30,4,Inactive
1109196,2019-07-22,2019-07-22,1,Inactive
1109358,2016-05-31,2019-03-01,2,Inactive
1109419,2017-05-08,2020-02-22,4,Inactive
1109536,2020-11-12,2020-11-12,1,Inactive
1109746,2020-05-28,2020-05-28,1,Inactive
1109801,2019-01-19,2019-01-19,1,Inactive
1109864,2019-10-09,2019-10-09,1,Inactive
1110012,2019-03-15,2019-09-11,2,Inactive
1110229,2016-02-02,2018-01-08,2,Inactive
1110305,2016-09-17,2016-09-17,1,Inactive
1110691,2016-01-20,2020-06-13,4,Inactive
1110868,2016-05-07,2016-08-29,2,Inactive
1111119,2016-11-04,2019-12-24,2,Inactive
1111227,2019-08-23,2019-08-23,1,Inactive
1111645,2017-08-11,2018-12-10,2,Inactive
1111650,2019-02-28,2019-07-03,2,Inactive
1111848,2017-01-07,2019-10-29,4,Inactive
1111954,2018-12-25,2019-11-25,4,Inactive
1112089,2016-05-14,2019-12-03,5,Inactive
1112155,2016-05-10,2019-12-08,3,Inactive
1112418,2016-02-27,2017-09-29,2,Inactive
1112419,2016-01-28,2019-05-11,3,Inactive
1112613,2016-01-23,2019-12-01,3,Inactive
1112803,2016-10-21,2020-02-18,3,Inactive
1112974,2017-11-30,2019-05-18,4,Inactive
1113081,2018-01-24,2020-02-11,4,Inactive
1113084,2018-01-30,2020-07-27,3,Inactive
1113255,2016-07-11,2018-11-01,2,Inactive
1113391,2019-02-16,2019-02-16,1,Inactive
1114072,2019-02-28,2019-02-28,1,Inactive
1114100,2016-11-17,2020-02-24,4,Inactive
1114283,2017-05-27,2018-02-14,3,Inactive
1114319,2016-01-30,2018-08-22,2,Inactive
1114345,2019-06-01,2020-02-11,3,Inactive
1114873,2018-10-22,2018-10-22,1,Inactive
1115222,2018-01-26,2020-02-17,6,Inactive
1115485,2016-02-24,2016-02-24,1,Inactive
1115513,2019-07-30,2020-12-29,3,Inactive
1115892,2016-08-20,2019-12-28,3,Inactive
1116156,2017-05-05,2020-01-06,8,Inactive
1116314,2018-11-05,2019-06-17,2,Inactive
1116568,2020-05-16,2021-01-27,2,Inactive
1116789,2019-05-10,2019-05-10,1,Inactive
1116892,2018-10-17,2019-07-18,2,Inactive
1117051,2018-09-06,2018-09-06,1,Inactive
1117827,2020-02-15,2020-02-15,1,Inactive
1117944,2017-11-17,2020-12-05,2,Inactive
1118097,2017-06-22,2020-05-07,5,Inactive
1118302,2018-02-19,2019-12-24,6,Inactive
1118352,2021-01-15,2021-01-15,1,Inactive
1118689,2018-11-10,2019-12-26,2,Inactive
1118795,2018-09-10,2018-09-10,1,Inactive
1119069,2018-03-01,2021-02-13,2,Inactive
1119189,2018-08-22,2019-07-02,2,Inactive
1119510,2016-12-17,2019-07-24,3,Inactive
1119547,2016-07-23,2019-12-20,2,Inactive
1119619,2017-01-24,2019-01-02,3,Inactive
1119720,2016-02-20,2021-01-12,2,Inactive
1119796,2018-10-10,2018-10-10,1,Inactive
1119822,2017-08-08,2019-09-10,6,Inactive
1120599,2019-02-22,2019-10-01,2,Inactive
1121619,2018-12-22,2018-12-22,1,Inactive
1121796,2018-06-23,2018-06-23,1,Inactive
1122022,2018-12-06,2018-12-06,1,Inactive
1122108,2019-09-18,2019-09-18,1,Inactive
1122233,2017-01-07,2019-08-13,4,Inactive
1122248,2016-02-04,2016-02-04,1,Inactive
1122433,2017-10-16,2017-10-16,1,Inactive
1122612,2017-02-16,2017-02-16,1,Inactive
1122810,2017-05-11,2017-05-11,1,Inactive
1123162,2017-01-17,2019-05-16,2,Inactive
1123758,2019-03-11,2019-10-12,4,Inactive
1123816,2017-12-16,2019-08-14,2,Inactive
1123881,2019-12-24,2019-12-24,1,Inactive
1124112,2017-01-04,2019-12-24,2,Inactive
1124172,2016-12-29,2017-07-07,2,Inactive
1124187,2018-05-28,2018-05-28,1,Inactive
1124426,2016-09-26,2016-10-04,2,Inactive
1124499,2019-09-07,2019-09-07,1,Inactive
1124572,2019-05-08,2019-05-08,1,Inactive
1124659,2018-02-17,2018-02-24,2,Inactive
1124706,2017-02-28,2020-06-09,8,Inactive
